Sample,X,Y,Z
322,-0.301,-0.016,-0.977
323,0.496,0.371,-0.930
324,0.254,0.312,-0.895
325,-0.406,-0.344,-0.859
326,-0.051,-0.004,-1.102
327,0.535,0.105,-1.098
328,-0.250,-0.059,-1.051
329,-0.422,-0.305,-0.906
330,0.180,-0.164,-1.008
331,-0.238,-0.160,-0.992
332,-0.516,-0.105,-1.148
333,0.055,0.074,-1.012
334,0.121,0.312,-0.988
335,-0.215,-0.074,-1.008
336,-0.102,-0.164,-0.938
337,0.203,0.160,-0.941
338,0.027,-0.156,-0.988
339,-0.113,-0.203,-1.016
340,0.254,0.145,-1.016
341,0.086,0.121,-1.094
342,0.039,-0.379,-0.941
343,0.211,0.391,-1.082
344,-0.137,-0.152,-1.145
345,-0.449,-0.426,-1.184
346,0.320,0.203,-1.023
347,0.422,0.426,-0.953
348,-0.512,-0.367,-0.820
349,-0.035,-0.125,-0.898
350,0.359,0.293,-1.047
351,-0.336,-0.172,-1.121
352,-0.309,-0.215,-0.996
353,0.590,0.594,-0.934
354,-0.195,-0.203,-0.926
355,-0.664,-0.320,-1.105
356,0.262,0.215,-1.168
357,0.211,0.402,-1.121
358,-0.492,-0.273,-0.895
359,0.035,0.266,-0.797
360,0.238,0.312,-0.945
361,-0.539,-0.586,-1.074
362,0.031,0.098,-1.113
363,0.297,0.215,-0.902
364,-0.281,-0.020,-0.926
365,-0.230,-0.207,-1.004
366,0.230,0.137,-1.227
367,0.098,-0.047,-1.133
368,0.004,0.000,-0.953
369,0.340,0.160,-0.926
370,0.262,0.328,-1.078
371,0.262,0.328,-1.078
372,-0.332,-0.324,-1.141
373,-0.137,0.035,-1.016
374,0.086,0.082,-0.789
375,-0.367,-0.156,-0.934
376,-0.242,-0.227,-1.074
377,0.426,0.266,-0.969
