Sample,X,Y,Z
366,-0.277,0.105,-1.004
367,0.160,0.203,-0.855
368,0.016,-0.055,-0.848
369,0.070,-0.145,-0.953
370,0.250,0.223,-1.156
371,-0.309,0.043,-1.172
372,-0.309,0.043,-1.172
373,-0.316,-0.230,-1.055
374,0.344,0.352,-0.902
375,0.133,-0.133,-0.754
376,-0.492,-0.285,-0.973
377,-0.020,0.105,-1.207
378,-0.199,0.027,-1.203
379,-0.035,-0.012,-1.039
380,0.293,0.055,-0.797
381,0.031,0.020,-0.891
382,-0.375,-0.555,-1.035
383,0.133,0.195,-1.234
384,0.176,-0.031,-1.145
385,-0.109,0.055,-0.977
386,-0.008,-0.133,-0.836
387,-0.059,0.098,-1.027
388,-0.336,-0.305,-1.168
389,-0.184,0.086,-1.168
390,-0.004,0.215,-0.957
391,-0.230,0.039,-0.836
392,-0.141,-0.102,-0.883
393,0.082,0.004,-0.969
394,0.016,0.059,-1.074
395,-0.105,-0.242,-0.988
396,0.215,0.273,-1.000
397,0.016,-0.145,-1.008
398,-0.105,0.059,-1.098
399,-0.148,-0.234,-0.910
400,-0.156,0.211,-1.000
401,-0.105,-0.090,-0.977
402,-0.031,0.211,-1.059
403,-0.062,-0.023,-1.035
404,-0.008,0.078,-1.078
405,0.043,-0.090,-0.930
406,0.012,-0.129,-0.930
407,0.078,-0.066,-1.055
408,0.074,0.004,-1.145
409,-0.316,-0.180,-1.184
410,0.117,0.062,-1.070
411,-0.004,0.164,-0.953
412,-0.273,-0.352,-0.859
413,0.074,0.105,-0.891
414,0.309,0.230,-0.965
415,-0.438,-0.082,-1.113
416,-0.293,-0.176,-1.121
417,0.484,0.211,-0.973
418,0.027,0.137,-0.969
419,-0.438,-0.602,-0.926
420,0.121,0.305,-1.094
421,0.172,0.121,-1.133
422,-0.449,-0.043,-1.031
423,-0.078,-0.027,-0.875
424,0.152,0.148,-0.859
425,-0.266,-0.348,-0.957
426,-0.082,0.012,-1.086
427,0.141,0.234,-1.145
428,-0.145,0.016,-1.070
429,0.047,0.023,-0.949
430,0.172,-0.062,-0.887
431,0.172,-0.062,-0.887
432,-0.086,-0.164,-1.051
433,-0.055,-0.133,-1.199
434,-0.004,0.203,-1.121
435,-0.062,0.078,-0.871
436,-0.098,0.047,-0.828
437,0.012,-0.148,-0.852
438,-0.031,-0.141,-1.000
439,0.023,0.008,-1.152
440,0.145,0.129,-1.145
441,-0.027,0.012,-1.004
442,-0.070,-0.109,-0.984
443,-0.027,-0.168,-1.070
444,-0.152,-0.160,-1.094
445,-0.172,-0.047,-1.160
446,0.016,0.180,-0.930
447,-0.199,0.164,-0.789
448,-0.168,-0.172,-0.875
449,0.145,-0.027,-0.973
450,0.184,0.137,-1.074
451,0.004,0.012,-1.047
452,0.055,0.117,-0.973
453,0.160,-0.055,-0.930
454,-0.082,-0.188,-1.008
455,-0.090,-0.234,-1.148
456,0.027,0.035,-1.078
457,-0.078,0.184,-1.035
458,-0.156,0.098,-0.883
459,-0.133,-0.066,-0.891
460,0.211,0.008,-0.859
461,-0.020,0.125,-1.066
462,-0.289,-0.152,-1.133
463,-0.168,0.121,-1.176
464,0.320,0.227,-0.988
465,-0.191,-0.180,-0.957
466,-0.094,-0.367,-0.988
467,0.211,0.180,-1.117
468,-0.027,0.043,-1.098
469,-0.332,0.094,-1.020
470,-0.105,0.125,-0.969
471,0.039,-0.055,-0.922
472,-0.023,-0.043,-0.902
473,0.156,0.043,-0.918
474,0.043,0.184,-0.984
475,-0.203,0.039,-1.199
476,0.102,0.039,-1.137
477,0.219,-0.004,-0.984
478,-0.137,-0.039,-0.926
479,-0.297,-0.277,-0.910
480,0.062,0.188,-0.984
481,0.031,0.191,-1.148
482,-0.125,-0.082,-1.020
483,0.098,0.074,-0.793
484,0.121,0.016,-0.848
485,-0.086,-0.043,-1.016
486,0.035,-0.105,-1.191
487,0.156,0.270,-1.285
488,-0.090,-0.172,-1.039
489,-0.203,-0.012,-0.941
490,-0.113,-0.141,-0.852
491,-0.207,-0.012,-1.113
492,-0.348,-0.109,-1.059
493,-0.098,0.270,-1.000
494,0.020,0.121,-0.859
495,0.008,-0.098,-0.820
496,0.082,-0.023,-0.965
497,0.191,-0.086,-1.035
498,0.074,0.145,-1.090
499,-0.094,-0.145,-1.129
500,0.078,0.027,-1.160
501,0.215,-0.094,-1.059
502,-0.113,0.035,-0.957
503,-0.273,-0.125,-0.973
504,0.055,0.250,-0.977
505,-0.105,0.094,-0.973
506,-0.004,-0.062,-0.969
507,0.176,0.238,-0.949
508,-0.094,-0.051,-0.996
509,-0.277,0.000,-1.145
510,0.137,-0.043,-0.996
511,0.047,0.344,-1.070
512,-0.211,-0.383,-0.883
513,0.113,0.281,-0.969
514,0.098,0.246,-0.977
515,-0.387,-0.078,-1.027
516,-0.145,0.016,-1.055
517,0.402,0.242,-0.961
518,-0.016,0.082,-1.082
519,-0.219,-0.133,-1.070
520,0.066,0.105,-1.035
521,0.141,0.074,-0.969
522,-0.055,-0.074,-0.848
523,-0.066,0.074,-0.961
524,-0.137,0.008,-1.109
525,-0.320,-0.059,-1.047
526,-0.016,0.129,-0.898
527,-0.090,0.078,-0.922
528,-0.125,-0.246,-1.023
529,0.070,0.051,-1.172
530,0.129,-0.051,-1.172
531,-0.148,0.059,-1.113
532,0.070,-0.047,-0.938
533,0.203,0.047,-0.965
534,-0.012,-0.164,-1.027
535,-0.141,-0.113,-1.145
536,0.023,0.188,-1.008
537,-0.180,0.180,-0.902
538,-0.281,-0.027,-0.887
539,-0.020,0.105,-0.938
540,0.008,0.004,-0.918
541,-0.109,-0.043,-1.004
542,0.008,0.152,-1.031
543,0.145,0.102,-1.051
544,0.016,-0.039,-1.062
545,-0.051,-0.195,-1.082
546,0.047,-0.215,-1.082
547,-0.027,0.188,-1.156
548,-0.055,-0.066,-0.949
549,-0.105,0.367,-0.848
550,-0.137,0.066,-0.930
551,-0.238,-0.176,-0.957
552,0.008,0.145,-1.051
553,0.016,-0.023,-0.996
554,-0.148,0.023,-0.961
555,0.199,0.125,-0.992
556,0.070,0.090,-1.090
557,-0.141,-0.352,-1.059
558,-0.098,0.066,-1.113
559,0.133,0.160,-0.980
560,-0.148,0.105,-0.863
561,-0.227,0.051,-0.965
562,0.004,0.012,-1.082
563,0.098,-0.082,-1.035
564,-0.043,0.184,-1.062
565,-0.145,-0.078,-1.016
566,0.074,-0.020,-0.996
567,0.172,0.090,-1.031
568,-0.102,-0.219,-0.957
569,-0.133,-0.051,-1.047
570,0.031,0.090,-0.941
571,0.031,0.090,-0.941
572,-0.020,0.133,-0.926
573,-0.227,-0.004,-0.988
574,-0.121,-0.090,-1.055
575,0.055,0.016,-1.125
576,0.004,-0.027,-1.059
577,-0.059,0.066,-0.969
578,-0.004,-0.160,-0.902
579,0.031,0.188,-1.133
580,0.070,-0.324,-1.164
581,-0.129,0.074,-1.070
582,-0.004,-0.113,-0.930
583,0.102,0.270,-0.855
584,-0.262,-0.090,-0.883
585,-0.230,0.070,-1.156
586,0.156,-0.020,-1.008
587,0.020,0.188,-0.914
588,-0.312,-0.164,-0.918
589,-0.191,-0.016,-1.090
590,0.148,0.109,-1.207
591,0.047,-0.121,-1.137
592,0.039,0.035,-0.977
593,0.188,-0.129,-0.848
594,-0.027,0.152,-1.066
595,-0.219,-0.344,-1.176
596,-0.070,0.305,-1.059
597,-0.062,-0.023,-0.801
598,-0.027,0.172,-0.816
599,-0.023,-0.098,-0.820
600,0.188,0.066,-0.957
601,-0.035,0.148,-1.148
602,-0.191,-0.324,-1.102
603,-0.008,0.164,-1.133
604,-0.012,-0.250,-1.094
605,-0.125,-0.203,-1.094
606,0.066,0.055,-0.977
607,-0.125,0.074,-0.945
608,-0.398,-0.129,-0.977
609,0.137,0.125,-0.918
610,0.156,0.125,-0.941
611,-0.266,-0.176,-0.949
612,-0.113,-0.027,-1.062
613,0.258,0.176,-1.070
614,-0.156,-0.105,-1.109
615,-0.172,-0.254,-1.086
616,0.191,0.094,-1.035
617,0.078,0.078,-1.070
618,-0.273,-0.098,-0.961
619,-0.105,0.148,-0.895
620,0.004,0.035,-0.875
621,0.133,-0.012,-0.926
622,0.082,-0.047,-1.016
623,-0.074,0.082,-1.176
624,-0.039,-0.133,-1.035
625,0.109,0.309,-0.961
626,-0.223,-0.141,-0.898
627,-0.301,-0.336,-1.062
628,0.074,-0.055,-1.133
629,0.324,0.375,-1.102
630,-0.352,-0.027,-0.918
631,-0.457,-0.203,-0.922
632,-0.457,-0.203,-0.922
633,0.160,0.152,-0.988
634,0.082,-0.164,-1.004
635,-0.191,-0.223,-0.977
636,0.238,0.070,-1.016
637,0.293,0.242,-0.977
638,-0.281,-0.219,-1.098
639,-0.281,-0.359,-1.109
640,0.230,-0.008,-1.133
641,0.047,-0.035,-1.039
642,-0.215,0.105,-0.926
643,-0.098,0.039,-0.910
644,-0.047,0.152,-0.961
645,-0.125,-0.223,-0.969
646,-0.059,-0.004,-1.008
647,0.047,0.094,-1.020
648,-0.016,0.000,-1.008
649,0.090,0.016,-0.969
650,-0.047,0.109,-1.105
651,-0.105,-0.391,-1.094
652,0.070,0.203,-1.082
653,-0.008,-0.016,-0.930
654,-0.445,0.039,-0.941
655,-0.203,0.031,-1.016
656,0.047,0.039,-0.902
657,0.125,0.215,-1.055
658,-0.043,-0.102,-0.883
659,-0.004,0.199,-0.984
660,0.207,0.098,-1.059
661,-0.066,-0.043,-1.094
662,-0.152,-0.254,-1.027
663,0.090,0.141,-1.055
664,-0.191,-0.082,-0.922
665,-0.230,-0.078,-0.918
666,0.008,0.188,-1.004
667,-0.031,0.016,-1.066
668,-0.180,-0.004,-1.047
669,0.180,-0.090,-0.895
670,0.098,0.090,-0.934
671,0.008,-0.145,-1.113
672,-0.098,-0.203,-1.250
673,-0.047,-0.020,-1.195
674,-0.199,-0.059,-1.012
675,-0.129,-0.020,-0.809
676,0.051,-0.008,-0.797
677,-0.109,0.215,-1.043
678,-0.352,-0.172,-1.109
679,-0.133,0.105,-1.012
680,0.312,0.121,-0.848
681,0.090,-0.117,-0.879
682,0.000,-0.199,-1.035
683,0.070,0.074,-1.219
684,-0.160,-0.035,-1.184
685,-0.156,0.070,-0.988
686,0.152,0.086,-0.754
687,0.086,-0.039,-0.766
688,-0.219,-0.016,-1.035
689,-0.367,-0.195,-1.164
690,-0.117,0.113,-1.207
691,0.281,0.211,-1.066
692,0.090,0.047,-0.930
693,-0.156,-0.227,-1.012
694,0.082,0.020,-0.992
695,-0.070,0.066,-1.074
696,-0.188,-0.184,-0.953
697,0.172,0.258,-0.898
698,0.078,0.164,-0.945
699,-0.430,-0.242,-0.961
700,-0.172,-0.102,-1.051
701,0.109,0.152,-1.090
702,0.184,-0.062,-1.035
703,0.312,0.188,-0.996
704,-0.004,0.082,-1.051
705,-0.320,-0.262,-1.082
706,0.055,-0.051,-1.020
707,0.262,0.195,-1.000
708,-0.039,-0.145,-0.984
709,-0.113,0.141,-1.023
710,-0.387,0.090,-1.047
711,-0.344,-0.109,-0.938
712,-0.078,0.141,-0.844
713,0.082,-0.090,-0.809
714,-0.012,0.055,-1.035
715,-0.047,0.215,-1.094
716,-0.047,-0.031,-1.047
717,0.012,-0.023,-1.043
718,0.391,-0.199,-1.000
719,0.129,0.004,-1.176
720,-0.250,-0.137,-1.219
721,-0.328,0.191,-1.137
722,-0.016,0.062,-0.719
723,-0.188,0.176,-0.789
724,-0.031,-0.449,-0.891
725,0.156,0.242,-1.082
726,-0.051,0.121,-1.188
727,-0.402,-0.160,-1.016
728,0.273,0.121,-0.859
729,0.543,-0.184,-0.836
730,-0.012,-0.086,-1.258
731,-0.191,-0.363,-1.336
732,-0.121,0.527,-1.254
733,-0.164,-0.008,-0.773
734,-0.148,-0.051,-0.691
735,0.156,-0.145,-0.871
736,-0.027,-0.082,-1.199
737,-0.312,0.129,-1.270
738,-0.207,0.207,-0.969
739,-0.098,0.180,-0.863
740,0.188,-0.176,-0.680
741,0.145,-0.039,-0.891
742,-0.008,-0.211,-0.863
743,-0.281,0.289,-1.309
744,0.043,0.008,-1.211
745,0.004,0.145,-1.098
746,-0.137,-0.328,-1.000
747,-0.184,-0.195,-1.098
748,0.312,0.039,-1.113
749,0.098,0.289,-0.941
750,-0.012,0.242,-0.953
751,-0.152,-0.098,-0.883
752,0.035,-0.207,-1.066
753,0.242,-0.062,-1.086
754,-0.250,-0.105,-0.934
755,-0.234,0.152,-0.980
756,-0.047,0.184,-0.926
757,-0.012,-0.043,-1.094
758,-0.199,-0.129,-1.156
759,0.043,0.109,-1.059
760,0.012,0.051,-0.773
761,-0.324,0.141,-0.906
762,-0.141,-0.406,-1.039
763,0.422,0.379,-1.234
764,0.289,-0.215,-1.047
765,-0.254,0.035,-0.902
766,0.059,-0.059,-0.801
767,0.027,0.180,-0.965
768,-0.578,-0.238,-1.277
769,-0.031,-0.148,-1.199
770,0.348,0.660,-0.984
771,-0.301,-0.348,-0.734
772,-0.324,-0.012,-0.898
773,0.391,0.023,-0.895
774,-0.027,0.277,-1.254
775,-0.141,-0.477,-1.180
776,0.281,0.398,-1.016
777,0.000,-0.035,-0.836
778,-0.223,-0.262,-0.898
779,-0.086,0.055,-0.496
780,-0.102,-0.102,-1.188
781,-0.266,-0.062,-1.125
782,0.094,0.324,-0.980
783,-0.027,0.078,-0.883
784,-0.242,-0.246,-0.473
785,0.301,0.035,-1.047
786,0.160,0.070,-1.148
787,-0.238,-0.078,-1.191
788,0.055,-0.062,-0.953
789,0.117,0.344,-0.910
790,-0.297,-0.312,-0.875
791,-0.246,-0.016,-0.957
792,0.109,0.094,-1.023
793,-0.062,0.234,-1.074
794,-0.180,0.074,-1.043
795,0.047,0.176,-0.992
796,-0.137,-0.047,-0.980
797,-0.012,-0.332,-1.086
798,0.332,0.258,-1.168
799,-0.031,-0.023,-1.070
800,-0.219,0.203,-0.980
801,0.031,0.047,-0.738
802,-0.016,0.078,-0.816
803,-0.137,-0.234,-0.984
804,0.031,0.148,-1.086
805,-0.074,0.281,-1.066
806,-0.180,-0.047,-0.953
807,-0.137,0.086,-1.082
808,0.219,-0.363,-1.117
809,0.273,0.121,-1.164
810,-0.266,0.094,-1.070
811,-0.387,-0.312,-0.883
812,-0.027,0.355,-0.891
813,0.199,-0.137,-0.863
814,-0.188,-0.059,-1.004
815,-0.105,-0.020,-1.027
816,-0.023,0.090,-1.012
817,-0.152,0.078,-0.973
818,0.078,0.059,-1.102
819,0.219,-0.023,-1.133
820,0.113,-0.078,-1.047
821,0.031,-0.066,-0.996
822,-0.211,0.074,-1.082
823,-0.137,-0.070,-1.070
824,0.082,0.156,-0.941
825,0.059,0.219,-0.832
826,-0.309,-0.148,-0.754
827,-0.215,-0.094,-0.918
828,0.316,0.262,-1.121
829,0.062,0.074,-1.098
830,-0.211,-0.051,-1.039
831,0.195,-0.023,-0.992
832,0.094,-0.094,-1.004
833,-0.211,-0.223,-1.207
834,-0.020,-0.047,-1.293
835,0.055,0.414,-1.238
836,-0.270,0.070,-0.848
837,-0.348,0.152,-0.688
838,-0.082,-0.070,-0.785
839,-0.023,0.027,-0.984
840,0.137,0.109,-1.078
841,0.156,0.309,-1.000
842,-0.047,0.082,-0.980
843,-0.137,-0.203,-1.020
844,0.008,-0.113,-1.090
845,0.176,-0.109,-1.043
846,-0.070,0.086,-1.059
847,-0.211,-0.031,-0.980
848,-0.137,0.297,-1.020
849,-0.090,0.082,-0.973
850,0.012,-0.043,-0.785
851,-0.039,0.027,-0.887
852,0.070,-0.090,-0.973
853,0.141,0.156,-1.184
854,-0.074,-0.094,-1.141
855,-0.098,-0.086,-1.055
856,-0.031,-0.082,-0.902
857,-0.059,-0.125,-0.926
858,-0.117,-0.043,-1.059
859,0.000,0.039,-1.086
860,-0.195,0.109,-1.059
861,-0.035,-0.031,-0.902
862,0.094,0.121,-0.898
863,-0.023,-0.180,-0.988
864,-0.145,-0.117,-1.191
865,0.125,0.047,-1.094
866,0.090,0.035,-0.949
867,-0.020,0.125,-1.004
868,0.000,-0.316,-0.855
