Sample,X,Y,Z
668,1.008,0.023,-0.016
669,1.008,0.039,-0.031
670,1.004,0.023,-0.020
671,1.008,0.008,-0.016
672,1.000,0.023,-0.020
673,1.008,0.031,-0.043
674,1.012,0.012,-0.012
675,1.016,0.023,-0.023
676,1.004,0.039,-0.027
677,1.008,0.023,-0.023
678,0.996,0.020,-0.008
679,1.008,0.023,-0.031
680,1.020,0.031,-0.012
681,1.020,0.008,-0.016
682,0.992,0.004,-0.016
683,1.020,0.043,-0.062
684,0.988,0.027,-0.016
685,1.008,0.020,-0.031
686,1.012,0.023,-0.008
687,1.016,0.023,-0.023
688,1.016,0.031,-0.023
689,1.000,0.027,-0.020
690,0.996,0.023,-0.016
691,1.008,0.043,-0.020
692,1.012,0.031,-0.020
693,1.008,0.020,-0.016
694,1.012,0.043,-0.027
695,1.000,0.035,-0.023
696,1.016,0.016,-0.031
697,1.008,0.023,-0.020
698,1.008,0.027,-0.031
699,1.008,0.016,-0.004
700,1.008,0.020,-0.020
701,1.004,0.027,-0.020
702,1.012,0.035,-0.059
703,0.984,0.031,-0.008
704,1.004,0.023,-0.023
705,1.008,0.027,-0.016
706,1.012,0.031,-0.020
707,1.012,0.035,-0.023
708,0.992,0.016,-0.020
709,1.004,0.035,-0.023
710,1.016,0.035,-0.031
711,1.008,0.020,-0.035
712,1.004,0.016,-0.008
713,1.008,0.031,-0.027
714,1.008,0.043,-0.023
715,1.000,0.035,-0.020
716,0.996,0.027,-0.023
717,1.016,0.023,-0.016
718,1.008,0.031,-0.020
719,0.996,0.043,-0.023
720,1.000,0.031,-0.016
721,1.004,0.027,-0.027
722,1.031,0.020,-0.004
723,1.004,0.031,-0.020
724,1.008,0.023,-0.012
725,1.008,0.035,-0.027
726,1.008,0.043,-0.027
727,1.008,0.027,-0.016
728,1.012,0.027,-0.023
729,1.020,0.035,-0.016
730,1.008,0.031,-0.023
731,1.012,0.035,-0.027
732,1.004,0.031,-0.039
733,1.000,0.016,-0.020
734,1.004,0.043,-0.020
735,1.016,0.035,-0.020
736,1.004,0.016,-0.016
737,1.008,0.031,-0.043
738,1.004,0.031,-0.016
739,1.004,0.027,-0.020
740,1.012,0.039,-0.020
741,1.004,0.031,-0.027
742,1.004,0.031,-0.004
743,1.000,0.035,-0.023
744,1.000,0.031,-0.023
745,1.008,0.031,-0.008
746,1.008,0.031,0.000
747,1.031,0.031,-0.062
